name,IVIS component 1,IVIS component 2,IVIS component 3,IVIS component 4,Class
IMG_20191119_135024.jpg_O_1_2.png,4.050344,5.856833,-1.8117437,-0.96542555,G-Transverse
IMG_20191119_135024.jpg_O_1_2.png_flip.png,-1.8116585,10.20269,-0.9362544,5.9741797,G-Transverse
IMG-20191121-WA0001.jpg_O_0_4.png,2.4545844,5.4002247,-6.4877553,0.95002997,G-Longitudinal
IMG-20191121-WA0001.jpg_O_1_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG-20191121-WA0001.jpg_O_1_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG-20191121-WA0001.jpg_O_1_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG-20191121-WA0001.jpg_O_1_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG-20191121-WA0001.jpg_O_3_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG-20191121-WA0001.jpg_O_3_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG-20191121-WA0001.jpg_O_3_1.png,-2.518533,2.5395753,2.7598665,-0.23016421,G-Longitudinal
IMG-20191121-WA0001.jpg_O_3_2.png,-1.8367449,2.5588808,3.2765286,-1.1660194,G-Longitudinal
IMG-20191121-WA0003.jpg_O_0_0.png,-5.201251,6.5966043,-1.3746585,2.1080203,G-Transverse
IMG-20191121-WA0005.jpg_O_4_1.png_flip.png,1.0025556,11.167684,-1.463365,6.065297,G-Transverse
IMG-20191121-WA0007.jpg_O_2_1.png,4.119702,4.816965,-1.5819694,0.291984,G-Transverse
IMG-20191121-WA0008.jpg_O_1_2.png,4.37218,5.32382,-1.6779325,1.2383031,G-Transverse
IMG-20191121-WA0008.jpg_O_2_2.png_flip.png,-2.2376645,10.029237,-1.241753,7.3530498,G-Transverse
IMG-20191121-WA0008.jpg_O_3_2.png,4.2221355,3.6560438,-1.4099363,1.8499284,G-Transverse
IMG-20191121-WA0010.jpg_O_3_2.png_flip.png,4.039741,9.999262,-1.6362605,3.118703,G-Transverse
IMG-20191121-WA0010.jpg_O_4_2.png,-0.51294225,11.140646,-1.8954655,-0.21417788,G-alligator
IMG-20191121-WA0011.jpg_O_0_1.png_flip.png,3.8489318,5.36798,-1.4583726,2.0205808,G-Transverse
IMG-20191121-WA0011.jpg_O_0_2.png_flip.png,0.44655573,8.681016,-1.1699071,7.555129,G-Transverse
IMG-20191121-WA0011.jpg_O_1_2.png,2.4406564,9.315569,-0.9993947,2.3040826,G-Transverse
IMG-20191121-WA0011.jpg_O_1_2.png_flip.png,-1.2894179,11.485027,-1.9347961,2.539375,G-Transverse
IMG-20191121-WA0011.jpg_O_4_2.png,2.4950516,3.8353152,-7.0103173,-2.6772923,G-Transverse
IMG-20191121-WA0011.jpg_O_4_2.png_flip.png,-5.4238605,6.778959,0.04673645,4.597005,G-Transverse
IMG-20191121-WA0012.jpg_O_0_0.png,3.2584045,10.245902,-0.41724846,4.664494,G-Transverse
IMG-20191121-WA0012.jpg_O_0_0.png_flip.png,1.3900355,8.460641,-0.26897544,6.6743984,G-Transverse
IMG-20191121-WA0012.jpg_O_2_1.png_flip.png,-2.1440759,3.2964094,2.883106,-1.946062,G-Longitudinal
IMG-20191121-WA0012.jpg_O_3_4.png_flip.png,1.6046113,6.0323243,-7.7122307,5.6895175,G-Longitudinal
IMG-20191121-WA0012.jpg_O_4_2.png_flip.png,-4.153963,4.9794283,-2.8331118,-1.6037512,G-Longitudinal
IMG-20191121-WA0014.jpg_O_0_1.png,-5.512986,6.269432,1.2282507,2.8060849,G-Transverse
IMG-20191121-WA0014.jpg_O_0_1.png_flip.png,2.897659,3.3441758,-4.0174274,-3.2935064,G-Transverse
IMG-20191121-WA0019.jpg_O_1_1.png_flip.png,4.6818695,8.246615,-1.4513512,1.8218725,G-Transverse
IMG-20191121-WA0020.jpg_O_0_2.png,-4.0989966,11.345315,-2.1540618,2.066965,G-Transverse
IMG-20191121-WA0021.jpg_O_2_2.png,-0.24397048,10.139586,-4.9942446,-1.2776912,G-alligator
IMG_20191123_165415.jpg_O_0_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165415.jpg_O_0_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165415.jpg_O_0_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165415.jpg_O_0_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165457.jpg_O_3_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165457.jpg_O_3_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165457.jpg_O_4_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165457.jpg_O_4_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165820.jpg_O_0_2.png,-2.9694812,12.295491,-2.6665106,1.2531471,G-alligator
IMG_20191123_165820.jpg_O_0_2.png_flip.png,1.5872512,10.30637,-5.316702,-1.1134213,G-alligator
IMG_20191123_165820.jpg_O_1_2.png,-3.0020041,11.96854,-3.441231,1.6354694,G-alligator
IMG_20191123_165820.jpg_O_1_2.png_flip.png,1.3651223,10.893772,-5.4105477,0.2847362,G-alligator
IMG_20191123_165820.jpg_O_2_1.png_flip.png,1.4557601,9.042835,-4.708372,-2.089797,G-alligator
IMG_20191123_165820.jpg_O_2_2.png_flip.png,-2.7837207,12.668224,-2.5729601,0.5721028,G-alligator
IMG_20191123_165820.jpg_O_3_1.png,-0.7697589,11.33783,-4.048675,-0.90104944,G-alligator
IMG_20191123_165956.jpg_O_2_0.png,-3.0132272,0.97102606,-5.906906,2.0250187,G-Longitudinal
IMG_20191123_165956.jpg_O_2_1.png,-2.2440486,2.0261734,-6.837098,3.573213,G-Longitudinal
IMG_20191123_165956.jpg_O_4_0.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_165956.jpg_O_4_0.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170000.jpg_O_2_2.png_flip.png,-1.9260062,-0.66428775,-5.223078,0.73820007,G-Longitudinal
IMG_20191123_170004.jpg_O_2_1.png_flip.png,-0.514287,6.6720905,-7.7449036,0.8360743,G-Longitudinal
IMG_20191123_170007.jpg_O_0_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170007.jpg_O_0_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170007.jpg_O_0_2.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170007.jpg_O_0_2.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170007.jpg_O_0_3.png,-0.60162884,3.8922734,-2.7955692,1.6113368,Healthy-pavement
IMG_20191123_170007.jpg_O_0_3.png_flip.png,-0.90175885,-0.70141536,-3.5834923,-0.023848906,Healthy-pavement
IMG_20191123_170007.jpg_O_2_2.png_flip.png,0.4603025,8.810065,-6.9648085,3.1426241,G-Longitudinal
IMG_20191123_170007.jpg_O_2_3.png_flip.png,-1.531702,5.426725,-7.663877,3.2052224,G-Longitudinal
IMG_20191123_170007.jpg_O_2_4.png,0.91981936,6.379149,-7.993261,5.4948545,G-Longitudinal
IMG_20191123_170007.jpg_O_2_4.png_flip.png,2.0947773,7.182279,-6.746226,4.2080927,G-Longitudinal
IMG_20191123_170014.jpg_O_2_2.png_flip.png,-2.1554081,0.27391088,-6.914731,1.146886,G-Longitudinal
IMG_20191123_170017.jpg_O_1_2.png_flip.png,3.2517457,4.212523,-3.8196728,-3.5116358,G-Transverse
IMG_20191123_170024.jpg_O_2_1.png_flip.png,1.893714,7.1128793,-6.9818344,2.8308485,G-Longitudinal
IMG_20191123_170028.jpg_O_2_1.png,-0.9285025,7.3837967,-7.206281,5.780196,G-Longitudinal
IMG_20191123_170028.jpg_O_2_1.png_flip.png,2.2513497,6.853981,-6.6601257,2.778107,G-Longitudinal
IMG_20191123_170031.jpg_O_2_1.png,2.9724405,8.178719,-4.7850165,3.315772,G-Longitudinal
IMG_20191123_170031.jpg_O_2_1.png_flip.png,-1.6492358,5.57101,-7.6550736,0.5538384,G-Longitudinal
IMG_20191123_170034.jpg_O_3_0.png,-1.5475072,2.7401295,2.219555,-1.5796175,G-Longitudinal
IMG_20191123_170045.jpg_O_2_2.png,-1.714821,3.9194427,-8.422115,3.558727,G-Longitudinal
IMG_20191123_170045.jpg_O_2_2.png_flip.png,3.043078,9.056347,-5.193043,2.8057044,G-Longitudinal
IMG_20191123_170048.jpg_O_2_1.png,3.0168478,7.2496486,-4.4699388,3.9870274,G-Longitudinal
IMG_20191123_170048.jpg_O_2_1.png_flip.png,-1.7986935,1.8669001,-6.4495296,3.6618364,G-Longitudinal
IMG_20191123_170052.jpg_O_3_1.png,-3.0087314,3.3374553,4.345175,-0.64082086,G-Longitudinal
IMG_20191123_170106.jpg_O_3_4.png,-2.2101722,3.0345018,3.1544325,-1.8316164,G-Longitudinal
IMG_20191123_170311.jpg_O_1_2.png_flip.png,-3.0333788,2.5670376,1.7132645,-1.5368801,G-Longitudinal
IMG_20191123_170311.jpg_O_2_1.png,-1.0615506,2.4044445,2.4075077,-1.0992042,G-Longitudinal
IMG_20191123_170311.jpg_O_2_3.png_flip.png,-2.4309175,3.0244873,0.28122213,-3.293757,G-Longitudinal
IMG_20191123_170322.jpg_O_2_0.png,-2.0449321,1.178062,-7.5010333,3.1959448,G-Longitudinal
IMG_20191123_170353.jpg_O_2_3.png_flip.png,2.1359246,7.2154264,-4.0095677,4.7808084,G-Longitudinal
IMG_20191123_170410.jpg_O_1_2.png,1.0426496,3.7149837,-4.41614,3.378135,Healthy-pavement
IMG_20191123_170410.jpg_O_1_2.png_flip.png,1.2646122,4.9647527,-3.8438296,3.9046187,Healthy-pavement
IMG_20191123_170410.jpg_O_2_1.png,0.37380487,6.184095,-4.657509,7.464116,G-Longitudinal
IMG_20191123_170410.jpg_O_2_3.png,-3.177071,6.3157177,-5.3037624,3.5023172,G-Longitudinal
IMG_20191123_170410.jpg_O_2_4.png,-3.146785,0.13508895,-5.0731516,-2.2025292,G-Longitudinal
IMG_20191123_170452.jpg_O_2_4.png,-0.45448023,6.4444556,0.7681442,2.9223018,G-Longitudinal
IMG_20191123_170452.jpg_O_2_4.png_flip.png,-1.5678743,2.3845036,3.6307583,-0.67516327,G-Longitudinal
IMG_20191123_170452.jpg_O_3_3.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170452.jpg_O_3_3.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170505.jpg_O_2_4.png,-2.785661,3.7545464,-6.7996464,2.5705185,G-Longitudinal
IMG_20191123_170605.jpg_O_2_2.png_flip.png,2.7388153,6.4621553,-5.7356386,4.448319,G-Longitudinal
IMG_20191123_170605.jpg_O_2_3.png,-1.6143457,-0.36073107,-6.0850506,0.28337595,G-Longitudinal
IMG_20191123_170611.jpg_O_3_4.png,-3.1424568,3.582594,-0.09901979,-4.0319443,G-Longitudinal
IMG_20191123_170611.jpg_O_3_4.png_flip.png,-1.1717978,7.7904778,1.5545825,2.1031268,G-Longitudinal
IMG_20191123_170616.jpg_O_2_1.png,-1.3077005,3.1528628,-7.274436,5.063904,G-Longitudinal
IMG_20191123_170616.jpg_O_2_2.png,-3.1132598,0.89955854,-4.6127667,-3.6008863,G-Longitudinal
IMG_20191123_170616.jpg_O_2_3.png,-1.7129362,-0.34116414,-7.4420547,0.37746426,G-Longitudinal
IMG_20191123_170616.jpg_O_2_3.png_flip.png,2.2821229,8.666742,-2.8216193,3.59391,G-Longitudinal
IMG_20191123_170626.jpg_O_1_2.png,-5.437392,7.1947474,-1.4531037,1.4742459,G-Transverse
IMG_20191123_170626.jpg_O_2_2.png,-5.7065725,6.9109864,-0.06356702,1.6567743,G-Transverse
IMG_20191123_170626.jpg_O_2_2.png_flip.png,3.3177414,4.335967,-3.677948,-1.4622927,G-Transverse
IMG_20191123_170626.jpg_O_3_2.png,-1.3276267,11.981858,-0.99514925,5.4112353,G-Transverse
IMG_20191123_170626.jpg_O_3_2.png_flip.png,4.313208,7.696744,-1.6081984,1.3607651,G-Transverse
IMG_20191123_170626.jpg_O_4_2.png,2.651501,8.659366,-2.724832,-0.1255506,G-Transverse
IMG_20191123_170636.jpg_O_0_2.png,4.3332376,9.239351,-1.8486185,2.7996855,G-Transverse
IMG_20191123_170636.jpg_O_1_2.png,2.4717214,11.607393,-1.5874046,5.8164377,G-Transverse
IMG_20191123_170636.jpg_O_1_2.png_flip.png,2.6548948,12.069245,-1.5881972,5.322469,G-Transverse
IMG_20191123_170636.jpg_O_2_1.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170636.jpg_O_2_1.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
IMG_20191123_170636.jpg_O_2_2.png_flip.png,4.55811,11.072075,-1.5177677,5.185698,G-Transverse
IMG_20191123_170636.jpg_O_2_3.png,1.9606377,3.989209,-5.2213154,0.9802586,Healthy-pavement
IMG_20191123_170636.jpg_O_2_3.png_flip.png,-2.493552,-0.028390784,-4.3747816,0.17666677,Healthy-pavement
IMG_20191123_170636.jpg_O_3_2.png,0.9044488,11.949151,-0.8305304,5.7465405,G-Transverse
IMG_20191123_170636.jpg_O_4_2.png,5.2223034,6.9120107,-1.4129755,1.4742767,G-Transverse
IMG_20191123_170644.jpg_O_1_2.png,-0.19668083,11.4874115,-0.7825884,6.548962,G-Transverse
IMG_20191123_170644.jpg_O_1_2.png_flip.png,5.0961323,8.892415,-1.395078,2.7794507,G-Transverse
IMG_20191123_170644.jpg_O_3_2.png,3.255612,10.690193,-1.3639265,5.3762054,G-Transverse
IMG_20191123_170650.jpg_O_0_2.png,-5.169733,10.289534,0.4236535,4.053354,G-Transverse
IMG_20191123_170650.jpg_O_0_2.png_flip.png,2.3367972,3.4488454,-2.118152,-4.4623203,G-Transverse
IMG_20191123_170650.jpg_O_1_2.png,-0.49248222,11.920322,-1.5933019,7.047919,G-Transverse
IMG_20191123_170650.jpg_O_1_2.png_flip.png,5.5235257,7.933592,-1.4798956,3.2548747,G-Transverse
IMG_20191123_170657.jpg_O_0_2.png_flip.png,-0.83573395,11.581569,-1.929237,6.011122,G-Transverse
IMG_20191123_170657.jpg_O_2_2.png,4.4790053,11.020472,-1.1972111,5.370495,G-Transverse
IMG_20191123_170657.jpg_O_2_2.png_flip.png,2.1869307,11.904581,-1.4079981,6.303555,G-Transverse
IMG_20191123_170657.jpg_O_3_2.png,4.9615145,8.923804,-2.1113725,2.312259,G-Transverse
IMG_20191123_170657.jpg_O_3_2.png_flip.png,-0.5544041,12.02303,-1.4143152,6.161457,G-Transverse
IMG_20191123_170657.jpg_O_4_2.png,3.600183,11.052118,-1.7904102,4.7405324,G-Transverse
IMG_20191123_170657.jpg_O_4_2.png_flip.png,1.2081189,11.710954,-1.7167513,6.5299034,G-Transverse
IMG_20191123_170707.jpg_O_4_2.png,4.436198,5.934864,-1.0043758,-1.5128754,G-Transverse
IMG_20191123_170707.jpg_O_4_2.png_flip.png,-4.0709333,11.273943,0.7983609,7.6533456,G-Transverse
IMG_20191123_170714.jpg_O_2_2.png,-1.4553106,2.4123492,-5.736661,4.6436234,G-Longitudinal
IMG_20191123_170732.jpg_O_2_2.png,-1.9351512,-0.144433,-6.036001,-0.33125138,G-Longitudinal
IMG_20191123_170732.jpg_O_2_2.png_flip.png,3.2424843,5.958582,-3.1206105,3.026049,G-Longitudinal
IMG_20191123_170732.jpg_O_2_4.png,-0.597779,3.5350807,-7.2581835,5.3046236,G-Longitudinal
IMG_20191123_170739.jpg_O_2_1.png,-2.227415,3.6535735,3.032774,-2.1254303,G-Longitudinal
IMG_20191123_170739.jpg_O_2_2.png,-2.0736692,-0.88598484,-6.0968285,-0.082422495,G-Longitudinal
IMG_20191123_170833.jpg_O_3_1.png_flip.png,-0.9714935,10.355923,-0.35809192,5.715042,G-Transverse
IMG_20191123_173420.jpg_O_3_1.png_flip.png,-1.5741093,11.615388,-4.2534657,0.13198769,G-alligator
l.png_O_0_0.png_flip.png,-2.021955,12.179296,-3.2555802,0.3824813,G-alligator
l.png_O_1_0.png_flip.png,-0.25558275,11.060034,-4.7014794,-1.0801545,G-alligator
l.png_O_1_1.png,-1.6529211,12.033231,-3.6990342,0.06796623,G-alligator
m1.png_O_0_1.png_flip.png,0.3069657,10.623135,-4.664846,-0.93606305,G-alligator
m1.png_O_1_0.png,-4.235913,8.0818615,-4.006098,-1.2763937,G-alligator
m1.png_O_1_1.png,-4.27841,9.550395,-3.0963001,-1.3811227,G-alligator
m2.png_O_0_0.png_flip.png,-4.0306883,11.877386,-2.206607,1.1650199,G-alligator
m2.png_O_1_1.png_flip.png,-0.0021222671,11.108751,-3.6494374,-0.47746682,G-alligator
VID-20191121-WA0018.mp4_900.png_O_1_0.png,-2.1180491,12.47157,-2.566869,0.87031114,G-alligator
VID-20191121-WA0022.mp4_1080.png_O_0_1.png,-0.3675139,10.06246,-6.0928626,0.9747937,G-alligator
X0002.png,-1.0018708,5.4349484,-1.9680882,4.454601,Healthy-pavement
X0003.png_flip.png,1.4210922,10.46293,-6.145659,-0.66871196,G-alligator
X0005.png,-3.2930677,4.367383,-4.5658145,2.3365884,G-Transverse
X0006.png,-1.7558407,2.946359,3.1524255,-1.3981155,G-Longitudinal
X0007.png,-3.241489,3.3970497,1.0704643,-3.2695053,G-Longitudinal
X0008.png,-2.0706427,5.4061985,1.7528052,-0.121907145,G-Longitudinal
X0008.png_flip.png,-1.074144,6.409576,-0.008836845,2.5546052,G-Longitudinal
X0009.png,-3.1646955,2.492074,-0.24152547,-3.14155,G-Longitudinal
X0012.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
X0012.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
X0013.png,0.63986576,2.1166315,-8.036082,-1.6964403,G-Transverse
X0013.png_flip.png,-4.441312,5.24205,-3.0177917,2.2692235,G-Transverse
X0014.png,-1.9685131,2.974275,5.0868955,-1.1831486,G-Longitudinal
X0016.png_flip.png,-0.35842636,3.2267823,3.0766637,-0.80578613,G-Longitudinal
X0017.png,-0.55190486,0.16504826,-7.729869,-0.9639154,G-Transverse
X0020.png,-1.8282236,3.029671,3.4555953,-1.4345741,G-Longitudinal
X0021.png,-0.6626706,7.3763723,2.065565,1.6159532,G-Longitudinal
X0022.png,-1.9378637,3.1562688,4.312144,-1.0359336,G-Longitudinal
X0022.png_flip.png,-1.1319664,7.9374075,1.0919174,1.9140934,G-Longitudinal
X0023.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
X0023.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
X0024.png,-1.7437872,2.5219862,2.694887,-1.3200678,G-Longitudinal
X0026.png,-3.0462298,5.934261,-3.7209766,2.6540544,G-Transverse
X0027.png,-1.9448735,3.857419,3.364042,-1.4353966,G-Longitudinal
X0028.png,-0.41821653,5.6115155,0.5263857,3.6568036,Healthy-pavement
X0028.png_flip.png,-0.84851855,4.7334833,2.2462492,0.13041675,Healthy-pavement
X0029.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
X0029.png_flip.png,-0.48836064,-0.24676286,-2.041045,0.55638474,Healthy-pavement
X0030.png_flip.png,-0.52550155,4.4710584,2.9376154,1.6379083,G-Longitudinal
X0031.png,-1.3369236,1.9988098,2.4481258,-0.81996435,G-Longitudinal
X0034.png_flip.png,-1.5840216,2.1847484,4.320965,-0.3163687,G-Longitudinal
X0035.png,-3.2676845,3.4190931,-0.4570991,-3.8520346,G-Longitudinal
X0035.png_flip.png,0.29979783,7.559181,1.0988228,0.25561443,G-Longitudinal
X0036.png,-3.1429975,5.608724,-4.206363,2.0234153,G-Transverse
X0037.png_flip.png,-3.4914007,3.7310083,3.105959,-0.06717692,G-Longitudinal
X0038.png,-3.7741373,2.1250398,-3.2357206,-4.2517486,G-Longitudinal
X0040.png,-1.9613549,3.4290612,1.0740843,-3.2078362,G-Longitudinal
X0042.png,-3.2810142,11.853618,-3.1599276,1.537376,G-alligator
X0042.png_flip.png,2.1395514,10.292843,-5.2278914,-0.28107065,G-alligator
X0044.png,-1.4148978,3.7874348,2.7911339,-1.2284098,G-Longitudinal
X0047.png,-3.4496315,3.8130147,1.0888442,-1.7913274,G-Longitudinal
X0049.png_flip.png,-1.8369985,5.540533,-4.236215,3.5494545,G-Transverse
X0051.png,-1.4190269,3.1332319,3.1255891,-1.3668537,G-Longitudinal
X0059.png_flip.png,-1.4990374,3.0616782,2.0458958,-1.9505993,G-Longitudinal
X0061.png,-1.9898647,3.4000552,2.3990932,-1.9691654,G-Longitudinal
X0062.png,-0.6954101,3.7656748,2.3574069,-1.0429791,G-Longitudinal
X0063.png,-1.0985494,0.994491,3.1293256,-0.07483235,G-Longitudinal
X0064.png,-3.286385,11.815099,-3.2552705,1.6306508,G-alligator
X0064.png_flip.png,2.1356883,10.557354,-5.304733,-0.09832376,G-alligator
X0065.png,-2.1697497,3.6673653,4.4340405,-0.3877019,G-Longitudinal
X0066.png,-1.6896818,2.607197,3.8081813,-0.1457075,G-Longitudinal
X0067.png_flip.png,-0.2604547,-0.50142705,-8.158142,-0.19060406,G-Transverse
X0069.png,-2.5579286,5.7169504,-4.2941046,2.9423087,G-Transverse
X0072.png,0.8285106,7.0293655,0.85042197,2.3818781,G-Longitudinal
X0072.png_flip.png,-1.3476136,1.9179946,3.5031826,-0.058999196,G-Longitudinal
X0073.png,-1.6309177,2.5913913,3.4960387,-0.836739,G-Longitudinal
X0075.png,-3.083213,3.6234605,0.36223623,-3.2281833,G-Longitudinal
X0076.png_flip.png,-0.13259406,4.239272,2.8956363,0.10035187,G-Longitudinal
X0077.png_flip.png,-1.2304423,2.5728989,0.5011411,-2.7163265,G-Longitudinal
X0078.png,-4.465373,4.680327,-2.9047863,1.9070122,G-Transverse
X0078.png_flip.png,0.90034336,2.0763385,-8.230999,-1.796106,G-Transverse
Y0001.png,-0.11547547,9.93362,-5.046652,-1.4732018,G-alligator
Y0002.png_flip.png,0.4137862,11.431135,-3.950029,-0.10348153,G-alligator
Y0004.png_flip.png,-3.132085,8.094233,-4.717331,-2.100108,G-alligator
Y0005.png_flip.png,-1.803089,10.716347,-3.733398,-1.3186941,G-alligator
Y0012.png,-1.0326748,9.834859,-3.4713826,-1.8669407,G-alligator
b1.png_O_1_0.png_flip.png,-0.57957417,12.026853,-4.2562423,0.45948303,G-alligator
b2.png_O_0_0.png,-0.6573356,11.772201,-4.3732734,-0.1011291,G-alligator
b2.png_O_0_1.png,0.2757609,11.254535,-5.068847,0.36697578,G-alligator
b2.png_O_1_0.png_flip.png,-0.65365195,12.08058,-4.1570644,0.52452016,G-alligator
b2.png_O_1_1.png_flip.png,0.25936973,11.459791,-4.5735373,-0.26177832,G-alligator
b3.png_O_0_0.png,-2.1932728,12.508649,-2.9558458,1.389404,G-alligator
b3.png_O_0_1.png,-1.4060832,11.861592,-3.753815,1.0235618,G-alligator
b3.png_O_0_1.png_flip.png,0.65821517,11.367656,-4.3454905,0.3045685,G-alligator
b3.png_O_1_0.png,-0.65034544,11.533141,-3.3031142,-0.26857737,G-alligator
b3.png_O_1_0.png_flip.png,-2.8709311,12.46766,-2.3755276,0.45964003,G-alligator
b3.png_O_1_1.png,-0.18353471,11.660485,-4.5988984,-0.029218214,G-alligator
b3.png_O_1_1.png_flip.png,-3.3655508,11.865021,-3.1954591,0.4281485,G-alligator
dibujo.png_O_0_0.png,0.3907344,11.347763,-4.343762,0.5107814,G-alligator
dibujo.png_O_0_0.png_flip.png,-2.533418,11.642849,-3.5861487,0.17328261,G-alligator
dibujo.png_O_0_1.png,-2.0102909,12.438165,-2.8981252,1.2127037,G-alligator
dibujo.png_O_0_1.png_flip.png,-0.23428382,10.85678,-4.270294,-1.0969936,G-alligator
dibujo.png_O_0_2.png,0.6852698,11.547222,-3.5250041,0.1582521,G-alligator
dibujo.png_O_0_3.png,0.1843819,11.928634,-3.047078,1.1282574,G-alligator
dibujo.png_O_0_3.png_flip.png,-1.8240427,11.345349,-3.0097842,-0.5970529,G-alligator
dibujo.png_O_0_4.png,1.1867068,10.973431,-4.3938913,0.27679783,G-alligator
dibujo.png_O_0_4.png_flip.png,-3.9782197,11.152387,-2.9629323,0.34635645,G-alligator
dibujo.png_O_1_0.png,-3.5380385,10.782897,-3.6256146,0.2548814,G-alligator
dibujo.png_O_1_0.png_flip.png,0.8862343,11.096823,-4.0786715,0.1892832,G-alligator
dibujo.png_O_1_2.png,-1.6608777,12.181882,-3.6457794,0.15014395,G-alligator
dibujo.png_O_1_2.png_flip.png,-2.2664022,12.131928,-3.1202903,-0.061530024,G-alligator
dibujo.png_O_1_3.png,0.76876503,11.452614,-4.004454,-0.21636944,G-alligator
dibujo.png_O_1_4.png,-0.8296434,11.553142,-2.9022832,-0.323671,G-alligator
dibujo.png_O_1_4.png_flip.png,-0.17892691,11.75108,-3.5523298,0.31867486,G-alligator
dibujo.png_O_2_0.png,-2.132969,12.374833,-2.6491046,0.567331,G-alligator
dibujo.png_O_2_0.png_flip.png,-2.069416,12.303737,-2.7352245,0.028715715,G-alligator
dibujo.png_O_2_1.png,-3.6235156,12.266708,-1.9319369,0.14621903,G-alligator
dibujo.png_O_2_1.png_flip.png,-0.7681813,12.145805,-2.5601242,0.529916,G-alligator
dibujo.png_O_2_2.png_flip.png,-0.08514579,11.687953,-4.3193927,-0.038584013,G-alligator
dibujo.png_O_2_4.png,1.2486619,10.347697,-4.0791216,-1.0471116,G-alligator
dibujo.png_O_2_4.png_flip.png,-3.260907,12.457,-2.2014885,0.9313459,G-alligator
dibujo.png_O_3_0.png,0.08436099,10.30999,-5.378832,-0.12973155,G-alligator
dibujo.png_O_3_0.png_flip.png,-0.51784897,11.74468,-3.9917774,1.0957384,G-alligator
dibujo.png_O_3_1.png_flip.png,0.52966666,10.436575,-4.186224,-1.5503285,G-alligator
dibujo.png_O_3_2.png,-1.2444077,11.493135,-3.390086,-0.8656016,G-alligator
dibujo.png_O_3_2.png_flip.png,-2.0204072,12.386067,-3.005449,0.66031367,G-alligator
dibujo.png_O_3_3.png,-1.2673377,10.783009,-4.315478,1.6965568,G-alligator
dibujo.png_O_3_3.png_flip.png,1.5094137,9.667536,-6.0839624,1.0456116,G-alligator
dibujo.png_O_3_4.png,-2.492999,12.166787,-2.9394777,1.1375538,G-alligator
dibujo.png_O_3_4.png_flip.png,0.16015783,10.979698,-3.871607,-0.40962002,G-alligator
IMG-20191121-WA0021.jpg_O_0_1.png,2.9454954,9.227557,-4.3445487,-0.5669142,G-alligator
IMG-20191121-WA0021.jpg_O_0_1.png_flip.png,-3.9698908,12.067433,-2.5156949,1.6545211,G-alligator
IMG-20191121-WA0021.jpg_O_1_0.png,-5.093691,10.455682,-1.6521469,0.54191446,G-alligator
IMG-20191121-WA0021.jpg_O_1_1.png,0.78955007,10.64586,-3.8940718,-1.0483719,G-alligator
